Car_id;Company;Model;Transmission;Color;Price ($);Body Style;Phone
C_CND_002247;Mercedes-B;S-Class;Manual;Red;21000;SUV;7348833
C_CND_002248;Oldsmobile;Intrigue;Auto;Black;18500;SUV;6820777
C_CND_002249;Chevrolet;Lumina;Manual;Black;10000;Passenger;8138335
C_CND_002250;Nissan;Pathfinder;Auto;Pale White;75000;Hatchback;7597314
C_CND_002251;Dodge;Durango;Auto;Black;19200;SUV;8840838
C_CND_002252;Oldsmobile;Bravada;Manual;Black;17000;Hatchback;7136568
C_CND_002253;Mercury;Cougar;Auto;Black;26000;Hatchback;8137349
C_CND_002254;Jeep;Grand Cherokee;Manual;Pale White;15000;SUV;7704028
C_CND_002255;Cadillac;Escalade;Manual;Black;34000;Sedan;7855374
C_CND_002256;Pontiac;Bonneville;Auto;Red;19000;Hatchback;7162453
C_CND_002257;Subaru;Outback;Auto;Pale White;19000;SUV;6982172
C_CND_002258;Plymouth;Prowler;Manual;Red;71700;Hatchback;7461058
C_CND_002259;Buick;LeSabre;Manual;Black;20000;Sedan;8771310
C_CND_002260;Mercury;Grand Marquis;Auto;Black;9800;SUV;6291492
C_CND_002261;Jeep;Grand Cherokee;Manual;Pale White;15000;SUV;6602533
C_CND_002262;Mitsubishi;Diamante;Manual;Red;19000;Hatchback;7834892
C_CND_002263;Subaru;Outback;Manual;Red;49000;SUV;7729689
C_CND_002264;BMW;528i;Auto;Black;31600;SUV;6917375
C_CND_002265;Plymouth;Neon;Auto;Pale White;27000;SUV;8088601
C_CND_002266;Chevrolet;Lumina;Manual;Red;12000;Passenger;6241685
C_CND_002267;Chrysler;Cirrus;Auto;Red;12000;Passenger;7248595
C_CND_002268;Mercury;Sable;Auto;Red;39000;Sedan;8546038
C_CND_002269;Honda;CR-V;Auto;Pale White;22000;SUV;8811081
C_CND_002270;Mercedes-B;SL-Class;Manual;Pale White;26000;Hatchback;7572593
C_CND_002271;Infiniti;I30;Manual;Red;22000;SUV;8305186
C_CND_002272;Chevrolet;Prizm;Manual;Black;27000;SUV;7471975
C_CND_002273;Chrysler;300M;Auto;Pale White;22500;SUV;6456221
C_CND_002274;Volvo;S40;Manual;Red;17000;Sedan;6210575
C_CND_002275;Pontiac;Bonneville;Manual;Black;36000;Hatchback;6821579
C_CND_002276;Pontiac;Sunfire;Auto;Black;18000;Sedan;7386643
C_CND_002277;Lincoln;Continental;Manual;Black;18000;Passenger;7788047
C_CND_002278;BMW;323i;Auto;Red;19000;Hatchback;6686647
C_CND_002279;Audi;A4;Auto;Black;27000;Hardtop;8020805
C_CND_002280;Hyundai;Elantra;Manual;Red;22000;Sedan;8422754
C_CND_002281;Chevrolet;Monte Carlo;Manual;Red;17000;Hatchback;6621412
C_CND_002282;Lexus;LS400;Auto;Black;39000;Sedan;7921372
C_CND_002283;Plymouth;Neon;Auto;Black;9000;SUV;8042015
C_CND_002284;Lexus;LS400;Auto;Pale White;27500;Sedan;7952613
C_CND_002285;Buick;Regal;Auto;Black;19000;Passenger;7221740
C_CND_002286;Infiniti;I30;Auto;Black;21000;Hatchback;7688344
C_CND_002287;Chrysler;Concorde;Auto;Red;19250;Hatchback;6366796
C_CND_002288;Cadillac;Eldorado;Auto;Black;60000;Passenger;7270608
C_CND_002289;Ford;Windstar;Auto;Pale White;19000;Sedan;8138829
C_CND_002290;Mitsubishi;Diamante;Auto;Pale White;21500;Hatchback;6536261
C_CND_002291;Honda;CR-V;Auto;Red;12250;SUV;7695857
C_CND_002292;Chevrolet;Corvette;Manual;Black;26000;SUV;6373539
C_CND_002293;Volkswagen;Jetta;Auto;Red;33000;Passenger;8066259
C_CND_002294;Dodge;Durango;Auto;Black;19000;SUV;7884019
C_CND_002295;Volvo;V40;Auto;Pale White;18000;SUV;7948488
C_CND_002296;Pontiac;Sunfire;Manual;Red;43000;Sedan;8710484
C_CND_002297;Mitsubishi;Montero;Manual;Black;16000;SUV;8465941
C_CND_002298;Mercury;Sable;Auto;Red;39000;Sedan;6505924
C_CND_002299;Porsche;Carrera Coupe;Auto;Red;22000;Hatchback;6048602
C_CND_002300;Ford;Ranger;Manual;Black;18000;Hatchback;8250954
C_CND_002301;Mercedes-B;C-Class;Manual;Pale White;17000;Hatchback;6448773
C_CND_002302;Porsche;Carrera Coupe;Auto;Red;22000;Hatchback;7166651
C_CND_002303;Dodge;Dakota;Auto;Pale White;21000;Sedan;8774079
C_CND_002304;Mercedes-B;SLK230;Manual;Pale White;14000;Hatchback;7070315
C_CND_002305;Mitsubishi;3000GT;Auto;Red;19000;Sedan;7047142
C_CND_002306;BMW;528i;Manual;Black;21000;SUV;8244757
C_CND_002307;Audi;A4;Manual;Pale White;12001;SUV;8979988
C_CND_002308;Mercury;Sable;Manual;Red;61001;Sedan;8397461
C_CND_002309;Dodge;Viper;Auto;Red;41501;SUV;7569565
C_CND_002310;Mercedes-B;E-Class;Auto;Red;15001;Sedan;7862362
C_CND_002311;Volvo;C70;Manual;Pale White;24101;Hatchback;6216533
C_CND_002312;Chrysler;LHS;Manual;Pale White;41251;Hatchback;8104105
C_CND_002313;Saturn;LW;Manual;Pale White;13001;Hatchback;6305764
C_CND_002314;Mitsubishi;3000GT;Manual;Red;20001;Sedan;7367669
C_CND_002315;Mercedes-B;SLK230;Manual;Pale White;14000;Hatchback;7651280
C_CND_002316;Honda;Accord;Auto;Pale White;19000;Sedan;8882445
C_CND_002317;Lexus;RX300;Manual;Black;18000;Hardtop;7453665
C_CND_002318;Volkswagen;Golf;Auto;Red;35000;Hardtop;7093186
C_CND_002319;Mercury;Grand Marquis;Manual;Pale White;16900;SUV;6432768
C_CND_002320;Mercedes-B;M-Class;Auto;Black;18100;Hardtop;8455193
C_CND_002321;Lexus;LS400;Auto;Pale White;18000;Sedan;7962086
C_CND_002322;BMW;528i;Auto;Pale White;62000;SUV;6856011
C_CND_002323;Porsche;Carrera Cabrio;Manual;Black;22700;Passenger;6807859
C_CND_002324;Mercedes-B;E-Class;Auto;Pale White;31000;Sedan;8299510
C_CND_002325;Ford;Expedition;Manual;Red;22000;SUV;7633271
C_CND_002326;Mercedes-B;S-Class;Auto;Pale White;10000;SUV;8388992
C_CND_002327;Saturn;SW;Auto;Red;25500;Passenger;6273858
C_CND_002328;Volkswagen;GTI;Auto;Pale White;20000;SUV;8011151
C_CND_002329;Mercury;Cougar;Auto;Black;33001;Hatchback;6508324
C_CND_002330;Nissan;Pathfinder;Auto;Pale White;75501;Hatchback;7508790
C_CND_002331;Oldsmobile;Silhouette;Auto;Black;60001;Sedan;7960876
C_CND_002332;Ford;Expedition;Manual;Black;10001;SUV;7649184
C_CND_002333;Mitsubishi;3000GT;Auto;Red;19000;Sedan;7265992
C_CND_002334;Cadillac;Eldorado;Auto;Red;31000;Passenger;8501865
C_CND_002335;Honda;Civic;Manual;Pale White;45000;Hatchback;7552025
C_CND_002336;Chrysler;Sebring Coupe;Auto;Pale White;46000;Sedan;8900784
C_CND_002337;Toyota;Celica;Auto;Pale White;31000;SUV;6254990
C_CND_002338;Volkswagen;Golf;Auto;Red;35000;Hatchback;8749296
C_CND_002339;Mitsubishi;3000GT;Manual;Pale White;21000;Sedan;6803416
C_CND_002340;Lexus;GS400;Manual;Black;53500;Hatchback;6590738
C_CND_002341;Acura;RL;Manual;Pale White;17000;SUV;6143307
C_CND_002342;Chrysler;Concorde;Auto;Pale White;46001;Hardtop;6015511
C_CND_002343;Saab;3-Sep;Auto;Black;26500;Sedan;7299698
C_CND_002344;Infiniti;I30;Auto;Black;21001;Hardtop;7801351
C_CND_002345;Chrysler;300M;Auto;Red;16000;SUV;6675610
C_CND_002346;Mercury;Grand Marquis;Manual;Pale White;16000;SUV;7491716
C_CND_002347;Volvo;S40;Manual;Red;17000;Sedan;8760672
C_CND_002348;Oldsmobile;Silhouette;Manual;Red;34000;Sedan;7882979
C_CND_002349;Pontiac;Sunfire;Manual;Red;43500;Sedan;7269040
C_CND_002350;Mercury;Mountaineer;Auto;Pale White;21000;Hatchback;6146401
C_CND_002351;Saab;3-Sep;Auto;Red;69500;Sedan;8979036
C_CND_002352;Chrysler;LHS;Auto;Pale White;21000;Hatchback;8191533
C_CND_002353;Oldsmobile;Silhouette;Manual;Pale White;14000;Sedan;8605202
C_CND_002354;Volkswagen;Jetta;Auto;Pale White;38000;Passenger;8474103
C_CND_002355;Porsche;Carrera Cabrio;Auto;Pale White;32000;Passenger;8129140
C_CND_002356;Mercedes-B;CL500;Manual;Black;22000;SUV;7070395
C_CND_002357;Ford;Contour;Auto;Red;19200;Sedan;6856340
C_CND_002358;Acura;RL;Manual;Red;31000;SUV;8054810
C_CND_002359;Chevrolet;Monte Carlo;Auto;Red;21000;Hatchback;7159912
C_CND_002360;Honda;Passport;Manual;Pale White;13000;Hatchback;8746492
C_CND_002361;Honda;Civic;Manual;Black;43000;Hatchback;8991296
C_CND_002362;Chevrolet;Cavalier;Manual;Pale White;20000;SUV;8924509
C_CND_002363;Dodge;Durango;Manual;Pale White;27000;SUV;8374270
C_CND_002364;Mercedes-B;E-Class;Auto;Red;15000;Sedan;6422666
C_CND_002365;Chevrolet;Malibu;Manual;Red;24000;Hatchback;6658230
C_CND_002366;Jaguar;S-Type;Auto;Black;16000;Passenger;6906913
C_CND_002367;Dodge;Ram Pickup;Manual;Pale White;21000;SUV;8240754
C_CND_002368;Mercury;Cougar;Auto;Black;33500;Hatchback;8106280
C_CND_002369;Cadillac;Escalade;Auto;Pale White;38000;Sedan;8869795
C_CND_002370;Volkswagen;Passat;Manual;Red;20000;Hatchback;8855483
C_CND_002371;Acura;RL;Auto;Black;24000;SUV;6124724
C_CND_002372;Honda;Odyssey;Manual;Pale White;27000;Passenger;7926659
C_CND_002373;Honda;CR-V;Auto;Pale White;22300;SUV;6387457
C_CND_002374;Chrysler;300M;Auto;Black;26000;SUV;7214804
C_CND_002375;Chevrolet;Metro;Auto;Pale White;12500;Passenger;7027389
C_CND_002376;Saturn;LS;Auto;Pale White;51000;Sedan;8599650
C_CND_002377;Acura;RL;Manual;Black;18000;SUV;6713644
C_CND_002378;Porsche;Boxter;Auto;Black;26000;SUV;8985026
C_CND_002379;Mitsubishi;Montero Sport;Manual;Pale White;12000;Hatchback;7769522
C_CND_002380;Mitsubishi;Eclipse;Auto;Black;27000;Hatchback;6811340
C_CND_002381;Chrysler;Concorde;Auto;Pale White;46000;SUV;6633408
C_CND_002382;Pontiac;Bonneville;Auto;Pale White;20000;Hatchback;8133484
C_CND_002383;Dodge;Ram Wagon;Auto;Black;22000;Passenger;8070955
C_CND_002384;Chrysler;Concorde;Auto;Red;19001;Hardtop;7004320
C_CND_002385;Subaru;Forester;Manual;Red;26000;Hatchback;7715037
C_CND_002386;Acura;RL;Manual;Red;17000;SUV;6624063
C_CND_002387;Toyota;Sienna;Manual;Black;12000;Passenger;8417871
C_CND_002388;Volvo;S40;Auto;Pale White;42000;Sedan;6343589
C_CND_002389;Mitsubishi;Diamante;Auto;Pale White;21000;Hatchback;6586998
C_CND_002390;Volvo;V70;Auto;Black;39500;Passenger;6010576
C_CND_002391;Nissan;Quest;Manual;Black;19000;SUV;7388375
C_CND_002392;Chrysler;LHS;Auto;Black;26000;Hatchback;8389757
C_CND_002393;Honda;Accord;Manual;Black;43000;Sedan;8083309
C_CND_002394;Mercury;Grand Marquis;Manual;Pale White;16000;SUV;6725598
C_CND_002395;Saturn;LW;Manual;Red;49000;Hatchback;8475532
C_CND_002396;Dodge;Ram Pickup;Manual;Pale White;16000;Hardtop;8950197
C_CND_002397;Pontiac;Sunfire;Manual;Red;43000;Sedan;6224744
C_CND_002398;Mitsubishi;Montero Sport;Auto;Pale White;53500;Hardtop;6512804
C_CND_002399;Chrysler;Concorde;Auto;Pale White;46000;Hardtop;7726186
C_CND_002400;Oldsmobile;Silhouette;Manual;Pale White;14800;Sedan;6855467
C_CND_002401;Acura;TL;Auto;Red;29000;Hatchback;6307028
C_CND_002402;Ford;Expedition;Manual;Black;10000;SUV;6118939
C_CND_002403;Volkswagen;Passat;Manual;Pale White;12000;Hatchback;7122239
C_CND_002404;Buick;Regal;Auto;Pale White;46500;Passenger;7492235
C_CND_002405;Plymouth;Voyager;Manual;Black;75000;Passenger;8940084
C_CND_002406;Hyundai;Elantra;Manual;Red;22700;Sedan;6049416
C_CND_002407;Porsche;Carrera Coupe;Auto;Red;22000;Hatchback;6820579
C_CND_002408;Saturn;LW;Auto;Pale White;18000;Hatchback;7504474
C_CND_002409;Mercury;Villager;Manual;Pale White;14000;Passenger;6101002
C_CND_002410;Ford;Expedition;Auto;Black;41000;SUV;7209676
C_CND_002411;Nissan;Pathfinder;Auto;Pale White;75001;Hardtop;8186363
C_CND_002412;Mercedes-B;SLK;Manual;Pale White;17000;Passenger;8449537
C_CND_002413;Dodge;Avenger;Auto;Red;39000;Passenger;8681950
C_CND_002414;Mercury;Villager;Auto;Black;28000;Passenger;8772995
C_CND_002415;Mitsubishi;Diamante;Auto;Pale White;21000;Hatchback;6602497
C_CND_002416;Ford;Explorer;Auto;Red;41000;Hatchback;8126194
C_CND_002417;Volvo;C70;Manual;Black;17000;Hatchback;6742742
C_CND_002418;Pontiac;Grand Prix;Auto;Pale White;42000;Passenger;6462175
C_CND_002419;Plymouth;Neon;Manual;Black;29000;SUV;6780916
C_CND_002420;Acura;RL;Manual;Red;34000;SUV;6497077
C_CND_002421;Dodge;Avenger;Auto;Red;22000;Passenger;8872160
C_CND_002422;Toyota;Camry;Auto;Red;31000;Hatchback;8744358
C_CND_002423;Mercedes-B;S-Class;Auto;Pale White;10000;SUV;7635810
C_CND_002424;Acura;RL;Manual;Red;17000;SUV;8530191
C_CND_002425;Chevrolet;Metro;Auto;Black;31000;Passenger;8615865
C_CND_002426;Nissan;Maxima;Manual;Pale White;54000;Sedan;6874736
C_CND_002427;Dodge;Durango;Auto;Red;22000;SUV;8990711
C_CND_002428;Mercury;Grand Marquis;Manual;Red;71000;SUV;8570209
C_CND_002429;Lexus;GS300;Manual;Red;17000;Passenger;8710146
C_CND_002430;Chrysler;LHS;Auto;Pale White;20500;Hatchback;8346595
C_CND_002431;Mercury;Mountaineer;Auto;Pale White;21500;Hatchback;7686375
C_CND_002432;Saturn;LW;Auto;Pale White;18000;Hatchback;7729077
C_CND_002433;Oldsmobile;Silhouette;Auto;Red;12000;Sedan;6429296
C_CND_002434;Ford;Focus;Manual;Black;49750;Hatchback;7675631
C_CND_002435;Chevrolet;Corvette;Manual;Black;26000;SUV;8064677
C_CND_002436;Mercury;Grand Marquis;Manual;Red;71000;SUV;7657563
C_CND_002437;Chevrolet;Camaro;Auto;Pale White;17000;Sedan;7974230
C_CND_002438;Mitsubishi;Eclipse;Manual;Black;25000;SUV;7404503
C_CND_002439;Volvo;C70;Manual;Pale White;24000;Hatchback;8477656
C_CND_002440;Chevrolet;Metro;Auto;Pale White;19400;Passenger;7081055
C_CND_002441;Jaguar;S-Type;Manual;Pale White;20000;Passenger;6119793
C_CND_002442;Chrysler;Cirrus;Auto;Red;12000;Passenger;6420098
C_CND_002443;Ford;Expedition;Manual;Red;22500;SUV;7347245
C_CND_002444;Chevrolet;Prizm;Manual;Red;21000;SUV;6767802
C_CND_002445;Chevrolet;Prizm;Auto;Red;15000;SUV;6909727
C_CND_002446;Volkswagen;Jetta;Auto;Red;19300;Passenger;6083504
C_CND_002447;BMW;528i;Manual;Black;21700;SUV;8255931
C_CND_002448;Chrysler;300M;Auto;Pale White;22000;SUV;6220998
C_CND_002449;Chrysler;Concorde;Auto;Black;12000;Hardtop;8308171
C_CND_002450;Oldsmobile;Bravada;Auto;Red;19000;Hatchback;8696641
C_CND_002451;Toyota;RAV4;Auto;Pale White;27000;Hatchback;8358256
C_CND_002452;Chevrolet;Camaro;Auto;Red;24100;Sedan;6601318
C_CND_002453;Porsche;Carrera Cabrio;Auto;Pale White;32000;Passenger;8440164
C_CND_002454;Jeep;Cherokee;Auto;Pale White;36500;Sedan;8378301
C_CND_002455;Mercedes-B;M-Class;Auto;Black;18000;Hardtop;6054850
C_CND_002456;Buick;Regal;Auto;Black;19000;Passenger;8509188
C_CND_002457;Volkswagen;Golf;Auto;Red;35000;Hardtop;6895008
C_CND_002458;Mercury;Grand Marquis;Auto;Black;19000;SUV;6533087
C_CND_002459;Ford;Crown Victoria;Auto;Red;29080;Passenger;7258061
C_CND_002460;Pontiac;Grand Am;Auto;Red;19000;SUV;6198141
C_CND_002461;Volkswagen;Cabrio;Auto;Pale White;17000;Sedan;6253910
C_CND_002462;Mitsubishi;Montero Sport;Auto;Black;45000;Hatchback;8572706
C_CND_002463;Plymouth;Voyager;Manual;Red;20000;Passenger;8396981
C_CND_002464;Cadillac;Eldorado;Manual;Black;29000;Passenger;7936270
C_CND_002465;Mercedes-B;CL500;Manual;Red;29000;SUV;6400129
C_CND_002466;Toyota;Celica;Auto;Pale White;45500;SUV;8853630
C_CND_002467;Mitsubishi;3000GT;Manual;Red;24000;Sedan;6824932
C_CND_002468;Plymouth;Voyager;Auto;Pale White;22500;Passenger;6657803
C_CND_002469;Pontiac;Grand Prix;Auto;Red;19000;Passenger;7166221
C_CND_002470;Honda;Accord;Manual;Black;43500;Sedan;7970192
C_CND_002471;Chevrolet;Metro;Auto;Pale White;12000;Passenger;8605648
C_CND_002472;Plymouth;Prowler;Auto;Red;15000;Hatchback;6877896
C_CND_002473;Volkswagen;Golf;Auto;Red;35001;Hardtop;7945660
C_CND_002474;Porsche;Carrera Coupe;Auto;Red;22001;Hardtop;8399249
C_CND_002475;Mercury;Mountaineer;Auto;Pale White;21001;Hardtop;8770313
C_CND_002476;Oldsmobile;Intrigue;Auto;Pale White;45000;SUV;8276921
C_CND_002477;Pontiac;Grand Am;Auto;Pale White;12000;SUV;8563210
C_CND_002478;Mitsubishi;Montero Sport;Auto;Black;45001;Hardtop;8055287
C_CND_002479;Pontiac;Sunfire;Manual;Red;43000;Sedan;7522850
C_CND_002480;Oldsmobile;Bravada;Manual;Black;36500;Hatchback;6142969
C_CND_002481;Audi;A4;Auto;Black;27001;Hardtop;8888794
C_CND_002482;Acura;RL;Manual;Red;26000;SUV;6751539
C_CND_002483;Chevrolet;Prizm;Manual;Black;16001;Hardtop;7496700
C_CND_002484;Jeep;Cherokee;Auto;Pale White;36000;Sedan;7746952
C_CND_002485;Cadillac;Seville;Manual;Black;44500;Hatchback;8304499
C_CND_002486;Mitsubishi;3000GT;Manual;Pale White;21500;Sedan;6845785
C_CND_002487;Mitsubishi;Eclipse;Manual;Pale White;12000;Hatchback;7538402
C_CND_002488;Lexus;GS300;Manual;Red;17000;Passenger;8840261
C_CND_002489;Chrysler;LHS;Auto;Pale White;21000;Hatchback;7707290
C_CND_002490;Chevrolet;Malibu;Auto;Red;21000;Hatchback;8391979
C_CND_002491;Pontiac;Sunfire;Manual;Pale White;28000;Sedan;8820144
C_CND_002492;Chrysler;LHS;Manual;Black;51000;Hatchback;6186073
C_CND_002493;Saab;3-Sep;Auto;Black;18000;Sedan;7767763
C_CND_002494;Dodge;Ram Van;Auto;Red;31000;Hatchback;7925253
C_CND_002495;Chevrolet;Impala;Manual;Pale White;14500;Hatchback;6023090
C_CND_002496;Toyota;Tacoma;Manual;Pale White;24000;SUV;7645195
C_CND_002497;Toyota;Tacoma;Manual;Pale White;24000;SUV;8373219
C_CND_002498;Oldsmobile;Cutlass;Auto;Pale White;46000;Sedan;8862176
C_CND_002499;Volvo;S70;Auto;Pale White;32001;Hardtop;6730563
C_CND_002500;Volkswagen;Cabrio;Manual;Red;25000;Sedan;8966140
C_CND_002501;Mercury;Sable;Auto;Pale White;26000;Sedan;7858465
C_CND_002502;Lexus;GS300;Manual;Black;51000;Passenger;7870007
C_CND_002503;Mercury;Grand Marquis;Manual;Pale White;16000;SUV;6823772
C_CND_002504;Saturn;SC;Auto;Black;33000;Hatchback;8594385
C_CND_002505;Chevrolet;Monte Carlo;Manual;Pale White;26000;Hatchback;6194930
C_CND_002506;Nissan;Altima;Auto;Pale White;20000;Hatchback;6778202
C_CND_002507;Buick;LeSabre;Manual;Black;20000;Sedan;7125391
C_CND_002508;Jaguar;S-Type;Manual;Red;21000;Passenger;6150049
C_CND_002509;Subaru;Forester;Auto;Black;22001;Hardtop;7435579
C_CND_002510;Mercedes-B;SLK;Auto;Pale White;36000;Passenger;6904167
C_CND_002511;Toyota;Celica;Manual;Pale White;14000;SUV;7333164
C_CND_002512;Saturn;LS;Auto;Pale White;51000;Sedan;8663981
C_CND_002513;Mercedes-B;E-Class;Auto;Pale White;31000;Sedan;6088047
C_CND_002514;Pontiac;Grand Am;Auto;Red;19000;SUV;6842910
C_CND_002515;Mercury;Grand Marquis;Auto;Black;9500;SUV;8267580
C_CND_002516;Jeep;Grand Cherokee;Manual;Pale White;15500;SUV;7522626
C_CND_002517;Mitsubishi;Diamante;Manual;Red;19000;Hatchback;8699810
C_CND_002518;Buick;Regal;Auto;Black;19000;Passenger;6061952
C_CND_002519;Audi;A4;Auto;Black;27000;Hatchback;8765352
C_CND_002520;Volkswagen;Passat;Manual;Red;20000;Hatchback;7281699
C_CND_002521;Acura;TL;Auto;Black;28000;Hatchback;7012111
C_CND_002522;Mercury;Cougar;Manual;Pale White;28501;Hatchback;7092567
C_CND_002523;Dodge;Ram Pickup;Manual;Black;19001;Hardtop;8594275
C_CND_002524;Mercedes-B;CLK Coupe;Auto;Pale White;22000;Sedan;8522699
C_CND_002525;Honda;Civic;Auto;Pale White;25000;Hatchback;7655971
C_CND_002526;Volvo;S70;Auto;Black;26001;Hardtop;6940411
C_CND_002527;Acura;RL;Manual;Red;31000;SUV;7920030
C_CND_002528;Plymouth;Prowler;Auto;Red;15000;Hatchback;8123256
C_CND_002529;Dodge;Ram Van;Auto;Black;60000;Hatchback;8895161
C_CND_002530;Oldsmobile;Cutlass;Auto;Red;41000;Sedan;6233906
C_CND_002531;Saturn;LW;Manual;Pale White;13000;Hatchback;8945445
C_CND_002532;Honda;Passport;Manual;Pale White;27001;Hardtop;6013200
C_CND_002533;BMW;323i;Auto;Red;19001;Hatchback;7283040
C_CND_002534;Mitsubishi;Mirage;Auto;Black;9000;SUV;6193629
C_CND_002535;Volkswagen;Jetta;Auto;Red;69000;Passenger;7488121
C_CND_002536;Honda;Passport;Manual;Pale White;27500;SUV;7616194
C_CND_002537;Volkswagen;Passat;Auto;Pale White;32000;Hatchback;8260280
C_CND_002538;Volkswagen;Golf;Manual;Pale White;17001;Hardtop;7790819
C_CND_002539;Cadillac;Eldorado;Auto;Black;60000;Passenger;6272737
C_CND_002540;Pontiac;Grand Prix;Auto;Red;69001;Passenger;7654230
C_CND_002541;Chevrolet;Prizm;Manual;Black;16001;Hatchback;7242460
C_CND_002542;Mitsubishi;Montero Sport;Auto;Red;39001;Hardtop;6248551
C_CND_002543;Dodge;Ram Wagon;Auto;Black;22500;Passenger;7722614
C_CND_002544;Audi;A6;Auto;Black;14000;SUV;8419007
C_CND_002545;Oldsmobile;Cutlass;Auto;Pale White;46000;Sedan;6382128
C_CND_002546;Volvo;S40;Auto;Red;29500;Sedan;8808431
C_CND_002547;Mercedes-B;CL500;Manual;Black;22001;SUV;8640456
C_CND_002548;Dodge;Viper;Auto;Red;23001;SUV;8883430
C_CND_002549;Ford;Windstar;Auto;Pale White;19500;Sedan;7116182
C_CND_002550;Mitsubishi;Diamante;Auto;Pale White;21000;Hatchback;7022725
C_CND_002551;Honda;CR-V;Auto;Red;12000;SUV;6577564
C_CND_002552;Subaru;Forester;Auto;Black;22001;Hatchback;7065662
C_CND_002553;Mercury;Cougar;Auto;Black;26501;Hatchback;8061042
C_CND_002554;Cadillac;Escalade;Manual;Black;34001;Sedan;7845772
C_CND_002555;BMW;328i;Auto;Black;41400;Sedan;7165252
C_CND_002556;Cadillac;Catera;Auto;Pale White;75600;Hatchback;8764510
C_CND_002557;Toyota;Corolla;Manual;Red;14000;Passenger;7953650
C_CND_002558;Mitsubishi;3000GT;Auto;Red;19000;Sedan;6216055
C_CND_002559;Nissan;Altima;Auto;Pale White;20000;Hatchback;7344825
C_CND_002560;BMW;528i;Manual;Red;29000;SUV;8636594
C_CND_002561;Mitsubishi;Galant;Auto;Pale White;36001;Passenger;7428271
C_CND_002562;Pontiac;Bonneville;Auto;Red;19001;Hatchback;8781906
C_CND_002563;Mercedes-B;SL-Class;Manual;Black;38001;SUV;8355416
C_CND_002564;Nissan;Quest;Manual;Black;19001;SUV;8589398
C_CND_002565;Volkswagen;GTI;Auto;Pale White;20000;SUV;8076115
C_CND_002566;Mercury;Cougar;Auto;Black;33500;Hatchback;8965897
C_CND_002567;Subaru;Forester;Auto;Black;22001;Hardtop;7124383
C_CND_002568;Oldsmobile;Silhouette;Auto;Black;60000;Sedan;7171325
C_CND_002569;Oldsmobile;Intrigue;Auto;Red;39001;SUV;8404059
C_CND_002570;Pontiac;Sunfire;Auto;Black;18501;Sedan;7648049
C_CND_002571;Dodge;Ram Pickup;Manual;Black;19001;Hatchback;6750035
C_CND_002572;Porsche;Boxter;Manual;Red;24000;SUV;7800163
C_CND_002573;Mitsubishi;Diamante;Manual;Black;22000;Hatchback;6760537
C_CND_002574;Mercedes-B;SLK;Auto;Red;19000;Passenger;6562558
C_CND_002575;Audi;A6;Manual;Pale White;24000;SUV;8435576
C_CND_002576;Volvo;S40;Manual;Pale White;17000;Sedan;8484921
C_CND_002577;Honda;Accord;Manual;Black;43500;Sedan;8062387
C_CND_002578;Volvo;V70;Auto;Black;39000;Passenger;7769147
C_CND_002579;Ford;Taurus;Manual;Black;69000;SUV;7904133
C_CND_002580;Jaguar;S-Type;Auto;Black;16000;Passenger;6707000
C_CND_002581;Audi;A4;Auto;Black;27001;SUV;6435943
C_CND_002582;Oldsmobile;Silhouette;Auto;Red;12001;Sedan;7098714
C_CND_002583;Toyota;RAV4;Manual;Pale White;22001;Hatchback;7050749
C_CND_002584;Dodge;Durango;Auto;Pale White;10001;SUV;8072296
C_CND_002585;Lincoln;Continental;Manual;Black;42001;Passenger;6400495
C_CND_002586;Mitsubishi;Diamante;Auto;Black;18001;Hatchback;7671295
C_CND_002587;Ford;Expedition;Manual;Black;10000;SUV;7245092
C_CND_002588;Mitsubishi;3000GT;Auto;Red;19500;Sedan;8043351
C_CND_002589;Cadillac;Eldorado;Auto;Red;31000;Passenger;6847238
C_CND_002590;Honda;Civic;Manual;Pale White;45000;Hatchback;8225660
C_CND_002591;Chrysler;Sebring Coupe;Auto;Pale White;46100;Sedan;8318418
C_CND_002592;Toyota;Celica;Auto;Pale White;31500;SUV;7780121
C_CND_002593;Volvo;S70;Auto;Black;26000;Hatchback;6008819
C_CND_002594;Honda;CR-V;Auto;Black;31000;SUV;6772946
C_CND_002595;Audi;A6;Manual;Pale White;13500;SUV;7270133
C_CND_002596;Chrysler;LHS;Auto;Black;17000;Hatchback;7901027
C_CND_002597;Oldsmobile;Cutlass;Auto;Red;15000;Sedan;8190475
C_CND_002598;Chevrolet;Metro;Auto;Black;31000;Passenger;6531709
C_CND_002599;Volvo;S70;Auto;Pale White;32001;Hardtop;8996149
C_CND_002600;Dodge;Ram Van;Auto;Black;60000;Hatchback;7404999
C_CND_002601;Volkswagen;Cabrio;Auto;Black;16000;Sedan;8019314
C_CND_002602;Volvo;S40;Manual;Red;17000;Sedan;8291183
C_CND_002603;Mitsubishi;Montero;Manual;Black;16000;SUV;7652809
C_CND_002604;Chrysler;Sebring Coupe;Manual;Red;21000;Sedan;8605396
C_CND_002605;Lincoln;Town car;Manual;Black;17000;Hatchback;7960164
C_CND_002606;Saturn;SC;Auto;Red;12000;Hatchback;6244187
C_CND_002607;Audi;A6;Auto;Black;27000;SUV;6055938
C_CND_002608;Ford;Expedition;Manual;Black;10000;SUV;7974812
